ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-03-30,25534.99763145318,10308.627765598183,42314.24866943755,25534.99763145318,25534.99763145318,1146.5210746817115,1146.5210746817115,1146.5210746817115,-1346.9894229405836,-1346.9894229405836,-1346.9894229405836,2493.5104976222956,2493.5104976222956,2493.5104976222956,0.0,0.0,0.0,26681.51870613489
2011-03-31,25607.42409941745,17940.756688243106,49539.805174807385,25607.42409941745,25607.42409941745,8439.392189873124,8439.392189873124,8439.392189873124,5890.575997306667,5890.575997306667,5890.575997306667,2548.8161925664576,2548.8161925664576,2548.8161925664576,0.0,0.0,0.0,34046.816289290575
2011-04-01,25679.850567381727,8226.087862526763,43456.60120908955,25679.850567381727,25679.850567381727,203.9503418971249,203.9503418971249,203.9503418971249,-2288.5020531442324,-2288.5020531442324,-2288.5020531442324,2492.4523950413572,2492.4523950413572,2492.4523950413572,0.0,0.0,0.0,25883.800909278852
2011-04-03,25824.70350331027,-4011.214510256478,27975.90941040456,25824.70350331027,25824.70350331027,-13638.160667306991,-13638.160667306991,-13638.160667306991,-15685.509640906801,-15685.509640906801,-15685.509640906801,2047.3489735998073,2047.3489735998073,2047.3489735998073,0.0,0.0,0.0,12186.542836003278
2011-04-04,25897.12997127454,9027.515422676119,41724.30524061778,25897.12997127454,25897.12997127454,-1029.1706499128118,-1029.1706499128118,-1029.1706499128118,-2697.317144978894,-2697.317144978894,-2697.317144978894,1668.1464950660823,1668.1464950660823,1668.1464950660823,0.0,0.0,0.0,24867.959321361726
2011-04-05,25969.55643956589,11436.15692692637,44694.488525886125,25969.55643956589,25969.55643956589,2702.2162074458365,2702.2162074458365,2702.2162074458365,1506.1291002611401,1506.1291002611401,1506.1291002611401,1196.0871071846973,1196.0871071846973,1196.0871071846973,0.0,0.0,0.0,28671.772647011727
2011-04-06,26041.982907857244,9914.38585836326,41899.289774783196,26041.982907857244,26041.982907857244,-703.5786554245819,-703.5786554245819,-703.5786554245819,-1346.9894229595088,-1346.9894229595088,-1346.9894229595088,643.4107675349267,643.4107675349267,643.4107675349267,0.0,0.0,0.0,25338.40425243266
2011-04-07,26114.4093761486,15330.402412105972,49827.11126810308,26114.4093761486,26114.4093761486,5915.3767224573185,5915.3767224573185,5915.3767224573185,5890.575997271765,5890.575997271765,5890.575997271765,24.80072518555212,24.80072518555212,24.80072518555212,0.0,0.0,0.0,32029.786098605917
2011-04-08,26186.835844439953,6729.367105486955,40052.85945127557,26186.835844439953,26186.835844439953,-2931.5382858797457,-2931.5382858797457,-2931.5382858797457,-2288.5020531442838,-2288.5020531442838,-2288.5020531442838,-643.0362327354618,-643.0362327354618,-643.0362327354618,0.0,0.0,0.0,23255.297558560207
2011-04-10,26331.68878102266,-7261.397546132125,24599.668479185548,26331.68878102266,26331.68878102266,-17737.86809189608,-17737.86809189608,-17737.86809189608,-15685.50964092214,-15685.50964092214,-15685.50964092214,-2052.35845097394,-2052.35845097394,-2052.35845097394,0.0,0.0,0.0,8593.82068912658
2011-04-11,26404.115249314014,4386.334263557734,38555.846345501064,26404.115249314014,26404.115249314014,-5452.137340938243,-5452.137340938243,-5452.137340938243,-2697.3171450620607,-2697.3171450620607,-2697.3171450620607,-2754.820195876183,-2754.820195876183,-2754.820195876183,0.0,0.0,0.0,20951.97790837577
2011-04-12,26476.541717605367,8284.20194028636,41665.469573837334,26476.541717605367,26476.541717605367,-1923.447337730191,-1923.447337730191,-1923.447337730191,1506.1291003495073,1506.1291003495073,1506.1291003495073,-3429.576438079698,-3429.576438079698,-3429.576438079698,0.0,0.0,0.0,24553.094379875176
2011-04-13,26548.968185896723,4501.2842281714975,37570.35369415136,26548.968185896723,26548.968185896723,-5404.61116611395,-5404.61116611395,-5404.61116611395,-1346.9894229784327,-1346.9894229784327,-1346.9894229784327,-4057.621743135517,-4057.621743135517,-4057.621743135517,0.0,0.0,0.0,21144.357019782772
2011-04-14,26621.394654188076,12007.22724961256,45141.05278473583,26621.394654188076,26621.394654188076,1269.434239345339,1269.434239345339,1269.434239345339,5890.575997285353,5890.575997285353,5890.575997285353,-4621.141757940014,-4621.141757940014,-4621.141757940014,0.0,0.0,0.0,27890.828893533413
2011-04-15,26693.821122479425,3351.9854474251247,36230.75261169351,26693.821122479425,26693.821122479425,-7392.519617378501,-7392.519617378501,-7392.519617378501,-2288.5020531216737,-2288.5020531216737,-2288.5020531216737,-5104.0175642568265,-5104.0175642568265,-5104.0175642568265,0.0,0.0,0.0,19301.301505100924
2011-04-17,26838.674060607136,-11334.69830812697,21626.39065705378,26838.674060607136,26838.674060607136,-21460.010974179517,-21460.010974179517,-21460.010974179517,-15685.509640921151,-15685.509640921151,-15685.509640921151,-5774.501333258365,-5774.501333258365,-5774.501333258365,0.0,0.0,0.0,5378.663086427619
2011-04-18,26911.10052967099,1929.233450869008,35730.08345307467,26911.10052967099,26911.10052967099,-8639.429518651186,-8639.429518651186,-8639.429518651186,-2697.3171450104396,-2697.3171450104396,-2697.3171450104396,-5942.112373640744,-5942.112373640744,-5942.112373640744,0.0,0.0,0.0,18271.671011019804
2011-04-19,26983.52699873485,5656.836350715296,38110.739933520534,26983.52699873485,26983.52699873485,-4483.508614384948,-4483.508614384948,-4483.508614384948,1506.129100301631,1506.129100301631,1506.129100301631,-5989.637714686579,-5989.637714686579,-5989.637714686579,0.0,0.0,0.0,22500.018384349903
2011-04-20,27055.953467798703,4149.392847935935,37310.45187842072,27055.953467798703,27055.953467798703,-7261.830678857464,-7261.830678857464,-7261.830678857464,-1346.9894229973581,-1346.9894229973581,-1346.9894229973581,-5914.841255860106,-5914.841255860106,-5914.841255860106,0.0,0.0,0.0,19794.12278894124
2011-04-21,27128.37993686256,11748.217922591586,45344.91642885319,27128.37993686256,27128.37993686256,171.79682051935447,171.79682051935447,171.79682051935447,5890.575997243431,5890.575997243431,5890.575997243431,-5718.779176724076,-5718.779176724076,-5718.779176724076,0.0,0.0,0.0,27300.176757381912
2011-04-26,27490.51228218184,9082.401100057139,41052.52435352485,27490.51228218184,27490.51228218184,-1668.0744578398737,-1668.0744578398737,-1668.0744578398737,1506.1291002407063,1506.1291002407063,1506.1291002407063,-3174.203558080581,-3174.203558080581,-3174.203558080581,0.0,0.0,0.0,25822.437824341967
2011-04-27,27562.938751245692,6662.522783245605,39798.16221619792,27562.938751245692,27562.938751245692,-3787.7865648622437,-3787.7865648622437,-3787.7865648622437,-1346.9894229400206,-1346.9894229400206,-1346.9894229400206,-2440.797141922223,-2440.797141922223,-2440.797141922223,0.0,0.0,0.0,23775.15218638345
2011-04-28,27635.36522030955,15687.813033813303,49768.37659256679,27635.36522030955,27635.36522030955,4219.15611661577,4219.15611661577,4219.15611661577,5890.575997257019,5890.575997257019,5890.575997257019,-1671.4198806412492,-1671.4198806412492,-1671.4198806412492,0.0,0.0,0.0,31854.52133692532
2011-05-01,27852.64462750112,-4627.181263463145,29376.876498886948,27852.64462750112,27852.64462750112,-15024.107919568467,-15024.107919568467,-15024.107919568467,-15685.509640919168,-15685.509640919168,-15685.509640919168,661.4017213507018,661.4017213507018,661.4017213507018,0.0,0.0,0.0,12828.536707932652
2011-05-03,27997.497565628826,13914.068425131692,48438.38854765302,27997.497565628826,27997.497565628826,3556.8623467069383,3556.8623467069383,3556.8623467069383,1506.1291002609516,1506.1291002609516,1506.1291002609516,2050.7332464459864,2050.7332464459864,2050.7332464459864,0.0,0.0,0.0,31554.359912335764
2011-05-04,28069.924037535508,11894.780077532849,46437.90350462208,28069.924037535508,28069.924037535508,1298.3817140672975,1298.3817140672975,1298.3817140672975,-1346.989423023661,-1346.989423023661,-1346.989423023661,2645.3711370909577,2645.3711370909577,2645.3711370909577,0.0,0.0,0.0,29368.305751602806
2011-05-05,28142.350509442185,19875.14068967268,54368.34035876004,28142.350509442185,28142.350509442185,9045.78314906797,9045.78314906797,9045.78314906797,5890.5759972706055,5890.5759972706055,5890.5759972706055,3155.207151797364,3155.207151797364,3155.207151797364,0.0,0.0,0.0,37188.13365851015
2011-05-06,28214.776981348863,13398.579896597563,45714.058569073255,28214.776981348863,28214.776981348863,1281.1635478556263,1281.1635478556263,1281.1635478556263,-2288.5020531726163,-2288.5020531726163,-2288.5020531726163,3569.665601028244,3569.665601028244,3569.665601028244,0.0,0.0,0.0,29495.94052920449
2011-05-08,28359.62992516222,-291.06800100976835,33345.847518672526,28359.62992516222,28359.62992516222,-11601.509926605817,-11601.509926605817,-11601.509926605817,-15685.509640934511,-15685.509640934511,-15685.509640934511,4083.9997143286923,4083.9997143286923,4083.9997143286923,0.0,0.0,0.0,16758.1199985564
2011-05-09,28432.056397068896,14042.678115168943,45622.617504525966,28432.056397068896,28432.056397068896,1479.7067595634592,1479.7067595634592,1479.7067595634592,-2697.3171450671152,-2697.3171450671152,-2697.3171450671152,4177.023904630574,4177.023904630574,4177.023904630574,0.0,0.0,0.0,29911.763156632354
2011-05-10,28504.482868975574,18732.979935811127,49948.17941233113,28504.482868975574,28504.482868975574,5667.193148449919,5667.193148449919,5667.193148449919,1506.1291002130756,1506.1291002130756,1506.1291002130756,4161.064048236844,4161.064048236844,4161.064048236844,0.0,0.0,0.0,34171.676017425496
2011-05-11,28576.90934088225,14167.74774407477,46129.010389204836,28576.90934088225,28576.90934088225,2693.143226294579,2693.143226294579,2693.143226294579,-1346.989422977872,-1346.989422977872,-1346.989422977872,4040.132649272451,4040.132649272451,4040.132649272451,0.0,0.0,0.0,31270.052567176826
2011-05-12,28649.335812788926,20961.480242174577,56155.07533624243,28649.335812788926,28649.335812788926,9711.579260298755,9711.579260298755,9711.579260298755,5890.575997284193,5890.575997284193,5890.575997284193,3821.003263014562,3821.003263014562,3821.003263014562,0.0,0.0,0.0,38360.91507308768
2011-05-13,28721.762284695607,14340.748070217232,45669.57759990302,28721.762284695607,28721.762284695607,1224.4648240895924,1224.4648240895924,1224.4648240895924,-2288.502053164072,-2288.502053164072,-2288.502053164072,3512.9668772536643,3512.9668772536643,3512.9668772536643,0.0,0.0,0.0,29946.2271087852
2011-05-15,28866.61523395987,-1517.1738388619817,30877.413265379575,28866.61523395987,28866.61523395987,-13007.526900822788,-13007.526900822788,-13007.526900822788,-15685.509640897062,-15685.509640897062,-15685.509640897062,2677.9827400742747,2677.9827400742747,2677.9827400742747,0.0,0.0,0.0,15859.088333137082
2011-05-16,28939.04170859201,13595.30731686742,46523.01554491843,28939.04170859201,28939.04170859201,-518.2239859634853,-518.2239859634853,-518.2239859634853,-2697.31714507353,-2697.31714507353,-2697.31714507353,2179.093159110045,2179.093159110045,2179.093159110045,0.0,0.0,0.0,28420.817722628522
2011-05-17,29011.468183224148,16069.269284442555,49575.02179248339,29011.468183224148,29011.468183224148,3152.6619463413313,3152.6619463413313,3152.6619463413313,1506.1291003014437,1506.1291003014437,1506.1291003014437,1646.5328460398882,1646.5328460398882,1646.5328460398882,0.0,0.0,0.0,32164.130129565478
2011-05-18,29083.89465785628,12659.45837417714,45824.98451913748,29083.89465785628,29083.89465785628,-250.53402402217708,-250.53402402217708,-250.53402402217708,-1346.9894229205343,-1346.9894229205343,-1346.9894229205343,1096.4553988983575,1096.4553988983575,1096.4553988983575,0.0,0.0,0.0,28833.3606338341
2011-05-19,29156.32113248841,19644.370856893824,53924.895426446616,29156.32113248841,29156.32113248841,6435.573366927788,6435.573366927788,6435.573366927788,5890.57599728374,5890.57599728374,5890.57599728374,544.9973696440472,544.9973696440472,544.9973696440472,0.0,0.0,0.0,35591.8944994162
2011-05-20,29228.747607120542,11330.07980505172,43612.260621580055,29228.747607120542,29228.747607120542,-2280.7044130212457,-2280.7044130212457,-2280.7044130212457,-2288.502053164121,-2288.502053164121,-2288.502053164121,7.797640142875094,7.797640142875094,7.797640142875094,0.0,0.0,0.0,26948.043194099297
2011-05-22,29373.600556384812,-3608.357404690289,28094.370289504273,29373.600556384812,29373.600556384812,-16651.99400413931,-16651.99400413931,-16651.99400413931,-15685.50964093253,-15685.50964093253,-15685.50964093253,-966.4843632067764,-966.4843632067764,-966.4843632067764,0.0,0.0,0.0,12721.606552245503
2011-05-23,29446.027031016947,7779.608300028167,41245.44355563025,29446.027031016947,29446.027031016947,-4076.0496324597857,-4076.0496324597857,-4076.0496324597857,-2697.3171450986597,-2697.3171450986597,-2697.3171450986597,-1378.7324873611258,-1378.7324873611258,-1378.7324873611258,0.0,0.0,0.0,25369.977398557163
2011-05-24,29518.453505649082,12150.64162632999,45108.21181964941,29518.453505649082,29518.453505649082,-221.62656524241268,-221.62656524241268,-221.62656524241268,1506.129100240519,1506.129100240519,1506.129100240519,-1727.7556654829316,-1727.7556654829316,-1727.7556654829316,0.0,0.0,0.0,29296.82694040667
2011-05-25,29590.879980281214,8689.561772975827,42627.46157267805,29590.879980281214,29590.879980281214,-3353.4333948668304,-3353.4333948668304,-3353.4333948668304,-1346.9894229394602,-1346.9894229394602,-1346.9894229394602,-2006.4439719273707,-2006.4439719273707,-2006.4439719273707,0.0,0.0,0.0,26237.446585414382
2011-05-26,29663.306459549996,16380.099379069716,50547.54407758953,29663.306459549996,29663.306459549996,3680.3638059280806,3680.3638059280806,3680.3638059280806,5890.575997297327,5890.575997297327,5890.575997297327,-2210.2121913692476,-2210.2121913692476,-2210.2121913692476,0.0,0.0,0.0,33343.670265478075
2011-05-27,29735.73293881879,8522.12958644882,41014.07335222806,29735.73293881879,29735.73293881879,-4625.607930287535,-4625.607930287535,-4625.607930287535,-2288.5020531641735,-2288.5020531641735,-2288.5020531641735,-2337.1058771233616,-2337.1058771233616,-2337.1058771233616,0.0,0.0,0.0,25110.125008531257
2011-05-29,29880.585897356363,-4191.833420186437,28347.631410917176,29880.585897356363,29880.585897356363,-18051.192831915767,-18051.192831915767,-18051.192831915767,-15685.509640947868,-15685.509640947868,-15685.509640947868,-2365.683190967896,-2365.683190967896,-2365.683190967896,0.0,0.0,0.0,11829.393065440596
2011-05-31,30025.438855893943,11797.475655960128,45709.26145745886,30025.438855893943,30025.438855893943,-622.049050773396,-622.049050773396,-622.049050773396,1506.1291002607643,1506.1291002607643,1506.1291002607643,-2128.1781510341607,-2128.1781510341607,-2128.1781510341607,0.0,0.0,0.0,29403.389805120547
2011-06-01,30097.86533516273,8555.006252746443,43435.81364495321,30097.86533516273,30097.86533516273,-3277.8996764381395,-3277.8996764381395,-3277.8996764381395,-1346.9894228936705,-1346.9894228936705,-1346.9894228936705,-1930.9102535444695,-1930.9102535444695,-1930.9102535444695,0.0,0.0,0.0,26819.965658724588
2011-06-02,30170.29181443152,17602.467483554246,50840.68410411165,30170.29181443152,30170.29181443152,4194.211036125768,4194.211036125768,4194.211036125768,5890.575997262426,5890.575997262426,5890.575997262426,-1696.3649611366586,-1696.3649611366586,-1696.3649611366586,0.0,0.0,0.0,34364.502850557285
2011-06-03,30242.71829370031,10099.34054990817,42038.589476805224,30242.71829370031,30242.71829370031,-3726.059475578433,-3726.059475578433,-3726.059475578433,-2288.5020531782884,-2288.5020531782884,-2288.5020531782884,-1437.5574224001448,-1437.5574224001448,-1437.5574224001448,0.0,0.0,0.0,26516.658818121876
2011-06-05,30387.571252237885,-2944.6531058383734,30180.919682056145,30387.571252237885,30387.571252237885,-16588.73211921367,-16588.73211921367,-16588.73211921367,-15685.509640890297,-15685.509640890297,-15685.509640890297,-903.2224783233731,-903.2224783233731,-903.2224783233731,0.0,0.0,0.0,13798.839133024216
2011-06-06,30459.997731506668,10693.2088680131,43528.23174193203,30459.997731506668,30459.997731506668,-3353.7403327251504,-3353.7403327251504,-3353.7403327251504,-2697.317145053454,-2697.317145053454,-2697.317145053454,-656.4231876716968,-656.4231876716968,-656.4231876716968,0.0,0.0,0.0,27106.25739878152
2011-06-07,30532.42421077546,15058.449038659113,47859.44271925616,30532.42421077546,30532.42421077546,1064.1937198905077,1064.1937198905077,1064.1937198905077,1506.1291002810096,1506.1291002810096,1506.1291002810096,-441.935380390502,-441.935380390502,-441.935380390502,0.0,0.0,0.0,31596.61793066597
2011-06-08,30604.850689311155,13957.993859114746,45239.885102572785,30604.850689311155,30604.850689311155,-1619.8401194105495,-1619.8401194105495,-1619.8401194105495,-1346.9894229773101,-1346.9894229773101,-1346.9894229773101,-272.85069643323965,-272.85069643323965,-272.85069643323965,0.0,0.0,0.0,28985.010569900605
2011-06-09,30677.277167846856,21046.092468797786,53944.657012414034,30677.277167846856,30677.277167846856,5729.561241305258,5729.561241305258,5729.561241305258,5890.575997317484,5890.575997317484,5890.575997317484,-161.01475601222614,-161.01475601222614,-161.01475601222614,0.0,0.0,0.0,36406.838409152115
2011-06-10,30749.703646382557,11553.49993860992,45529.41668768256,30749.703646382557,30749.703646382557,-2405.1740882869894,-2405.1740882869894,-2405.1740882869894,-2288.502053155679,-2288.502053155679,-2288.502053155679,-116.67203513131027,-116.67203513131027,-116.67203513131027,0.0,0.0,0.0,28344.529558095568
2011-06-12,30894.55660345395,-2680.1045663414134,31870.012591782837,30894.55660345395,30894.55660345395,-15947.175577229806,-15947.175577229806,-15947.175577229806,-15685.50964092576,-15685.50964092576,-15685.50964092576,-261.66593630404554,-261.66593630404554,-261.66593630404554,0.0,0.0,0.0,14947.381026224146
2011-06-13,30966.983081989652,10136.915656902478,44865.215356931985,30966.983081989652,30966.983081989652,-3158.3554401972588,-3158.3554401972588,-3158.3554401972588,-2697.317145001833,-2697.317145001833,-2697.317145001833,-461.03829519542603,-461.03829519542603,-461.03829519542603,0.0,0.0,0.0,27808.627641792395
2011-06-14,31039.409560525346,16995.91484056085,48084.63799560754,31039.409560525346,31039.409560525346,758.4471510846464,758.4471510846464,758.4471510846464,1506.1291002882072,1506.1291002882072,1506.1291002882072,-747.6819492035618,-747.6819492035618,-747.6819492035618,0.0,0.0,0.0,31797.85671160999
2011-06-15,31111.836039061047,13131.62367620851,46357.96942663327,31111.836039061047,31111.836039061047,-2467.504581975018,-2467.504581975018,-2467.504581975018,-1346.9894229731394,-1346.9894229731394,-1346.9894229731394,-1120.5151590018784,-1120.5151590018784,-1120.5151590018784,0.0,0.0,0.0,28644.331457086028
2011-06-16,31184.262517596748,17087.338985757684,52391.56445095071,31184.262517596748,31184.262517596748,4314.572543177182,4314.572543177182,4314.572543177182,5890.575997282582,5890.575997282582,5890.575997282582,-1576.003454105399,-1576.003454105399,-1576.003454105399,0.0,0.0,0.0,35498.83506077393
2011-06-17,31256.68899613244,10663.607903185522,43423.06986607874,31256.68899613244,31256.68899613244,-4396.765735280907,-4396.765735280907,-4396.765735280907,-2288.5020531557316,-2288.5020531557316,-2288.5020531557316,-2108.2636821251776,-2108.2636821251776,-2108.2636821251776,0.0,0.0,0.0,26859.923260851534
2011-06-19,31401.54195320384,-3727.766753199273,29348.525801911506,31401.54195320384,31401.54195320384,-19054.420998191254,-19054.420998191254,-19054.420998191254,-15685.509640868187,-15685.509640868187,-15685.509640868187,-3368.9113573230647,-3368.9113573230647,-3368.9113573230647,0.0,0.0,0.0,12347.120955012586
2011-06-20,31473.968433520004,8065.542937761041,40684.94397480962,31473.968433520004,31473.968433520004,-6772.943936199358,-6772.943936199358,-6772.943936199358,-2697.3171450849995,-2697.3171450849995,-2697.3171450849995,-4075.6267911143586,-4075.6267911143586,-4075.6267911143586,0.0,0.0,0.0,24701.024497320646
2011-06-21,31546.394913836164,10722.076290828909,45930.00575281805,31546.394913836164,31546.394913836164,-3310.2572288264055,-3310.2572288264055,-3310.2572288264055,1506.1291002403316,1506.1291002403316,1506.1291002403316,-4816.386329066737,-4816.386329066737,-4816.386329066737,0.0,0.0,0.0,28236.13768500976
2011-06-22,31618.821394152328,7880.871909395618,41561.42129298203,31618.821394152328,31618.821394152328,-6924.2197987458,-6924.2197987458,-6924.2197987458,-1346.9894229920646,-1346.9894229920646,-1346.9894229920646,-5577.230375753736,-5577.230375753736,-5577.230375753736,0.0,0.0,0.0,24694.60159540653
2011-06-23,31691.247874468496,15701.156943146143,48392.13253801462,31691.247874468496,31691.247874468496,-453.0465511072264,-453.0465511072264,-453.0465511072264,5890.575997247679,5890.575997247679,5890.575997247679,-6343.622548354906,-6343.622548354906,-6343.622548354906,0.0,0.0,0.0,31238.20132336127
2011-06-24,31763.67435478466,5433.7997675590295,39827.31425245329,31763.67435478466,31763.67435478466,-9389.350959936577,-9389.350959936577,-9389.350959936577,-2288.5020531331206,-2288.5020531331206,-2288.5020531331206,-7100.848906803455,-7100.848906803455,-7100.848906803455,0.0,0.0,0.0,22374.323394848085
2011-06-26,31908.527315416988,-9009.396928059055,23758.315172192382,31908.527315416988,31908.527315416988,-24215.95110546768,-24215.95110546768,-24215.95110546768,-15685.509640903654,-15685.509640903654,-15685.509640903654,-8530.441464564024,-8530.441464564024,-8530.441464564024,0.0,0.0,0.0,7692.576209949308
2011-06-27,31980.953795733156,2287.026224032836,36515.5170622096,31980.953795733156,31980.953795733156,-11873.326953877953,-11873.326953877953,-11873.326953877953,-2697.317145033376,-2697.317145033376,-2697.317145033376,-9176.009808844574,-9176.009808844574,-9176.009808844574,0.0,0.0,0.0,20107.626841855203
2011-06-28,32053.380276049316,8550.656171596478,41029.544315639854,32053.380276049316,32053.380276049316,-8253.381061021782,-8253.381061021782,-8253.381061021782,1506.1291002605765,1506.1291002605765,1506.1291002605765,-9759.510161282356,-9759.510161282356,-9759.510161282356,0.0,0.0,0.0,23799.999215027536
2011-06-29,32125.806756365484,3550.022316194898,37387.1947446511,32125.806756365484,32125.806756365484,-11617.909252183355,-11617.909252183355,-11617.909252183355,-1346.9894229462748,-1346.9894229462748,-1346.9894229462748,-10270.919829237082,-10270.919829237082,-10270.919829237082,0.0,0.0,0.0,20507.89750418213
2011-06-30,32198.233239673187,10647.177209791753,42756.615294588926,32198.233239673187,32198.233239673187,-4811.466224616309,-4811.466224616309,-4811.466224616309,5890.575997302736,5890.575997302736,5890.575997302736,-10702.042221919046,-10702.042221919046,-10702.042221919046,0.0,0.0,0.0,27386.767015056877
2011-07-01,32270.659722980887,2747.355735735646,35072.96126791906,32270.659722980887,32270.659722980887,-13335.189746196322,-13335.189746196322,-13335.189746196322,-2288.5020531698974,-2288.5020531698974,-2288.5020531698974,-11046.687693026422,-11046.687693026422,-11046.687693026422,0.0,0.0,0.0,18935.469976784567
2011-07-03,32415.512689596297,-11153.560042976585,21799.46756783703,32415.512689596297,32415.512689596297,-27147.99260708095,-27147.99260708095,-27147.99260708095,-15685.509640902665,-15685.509640902665,-15685.509640902665,-11462.482966178282,-11462.482966178282,-11462.482966178282,0.0,0.0,0.0,5267.520082515348
2011-07-04,32487.939172904,1294.5585240666778,34527.86679482496,32487.939172904,32487.939172904,-14229.37338246083,-14229.37338246083,-14229.37338246083,-2697.317144981756,-2697.317144981756,-2697.317144981756,-11532.056237479073,-11532.056237479073,-11532.056237479073,0.0,0.0,0.0,18258.565790443172
2011-07-05,32560.365656211703,5636.99354930957,39248.660644146126,32560.365656211703,32560.365656211703,-10005.79714730934,-10005.79714730934,-10005.79714730934,1506.1291002126995,1506.1291002126995,1506.1291002126995,-11511.926247522038,-11511.926247522038,-11511.926247522038,0.0,0.0,0.0,22554.56850890236
2011-07-06,32632.792139519403,3169.0812006407227,37083.18919915028,32632.792139519403,32632.792139519403,-12753.480671721458,-12753.480671721458,-12753.480671721458,-1346.989422953653,-1346.989422953653,-1346.989422953653,-11406.491248767805,-11406.491248767805,-11406.491248767805,0.0,0.0,0.0,19879.311467797947
2011-07-07,32705.218622827106,11030.214500803537,42903.08784482015,32705.218622827106,32705.218622827106,-5331.380281138075,-5331.380281138075,-5331.380281138075,5890.575997267834,5890.575997267834,5890.575997267834,-11221.956278405909,-11221.956278405909,-11221.956278405909,0.0,0.0,0.0,27373.838341689032
2011-07-08,32777.645106134805,3689.5322853295206,36845.502155906965,32777.645106134805,32777.645106134805,-13254.609871797898,-13254.609871797898,-13254.609871797898,-2288.502053147288,-2288.502053147288,-2288.502053147288,-10966.10781865061,-10966.10781865061,-10966.10781865061,0.0,0.0,0.0,19523.03523433691
2011-07-10,32922.49807275022,-9818.80604315969,23063.894842450583,32922.49807275022,32922.49807275022,-25963.42078847297,-25963.42078847297,-25963.42078847297,-15685.509640938131,-15685.509640938131,-15685.509640938131,-10277.911147534838,-10277.911147534838,-10277.911147534838,0.0,0.0,0.0,6959.077284277249
2011-07-11,32994.92455605792,4110.118805671768,37000.44210889065,32994.92455605792,32994.92455605792,-12563.848182373993,-12563.848182373993,-12563.848182373993,-2697.3171450649243,-2697.3171450649243,-2697.3171450649243,-9866.53103730907,-9866.53103730907,-9866.53103730907,0.0,0.0,0.0,20431.07637368393
2011-07-12,33067.35104792126,8298.14029775412,41650.58163460445,33067.35104792126,33067.35104792126,-7919.008879222517,-7919.008879222517,-7919.008879222517,1506.1291002880198,1506.1291002880198,1506.1291002880198,-9425.137979510535,-9425.137979510535,-9425.137979510535,0.0,0.0,0.0,25148.34216869874
2011-07-13,33139.777539784605,5197.158272279309,38663.87160214221,33139.777539784605,33139.777539784605,-10312.0164370781,-10312.0164370781,-10312.0164370781,-1346.9894229725778,-1346.9894229725778,-1346.9894229725778,-8965.027014105523,-8965.027014105523,-8965.027014105523,0.0,0.0,0.0,22827.761102706507
2011-07-14,33212.20403164795,14760.71095840573,47928.18872141408,33212.20403164795,33212.20403164795,-2606.6726008582787,-2606.6726008582787,-2606.6726008582787,5890.575997281421,5890.575997281421,5890.575997281421,-8497.2485981397,-8497.2485981397,-8497.2485981397,0.0,0.0,0.0,30605.53143078967
2011-07-15,33284.63052351129,7839.06610179907,39217.61044576317,33284.63052351129,33284.63052351129,-10320.819493167422,-10320.819493167422,-10320.819493167422,-2288.502053124678,-2288.502053124678,-2288.502053124678,-8032.317440042743,-8032.317440042743,-8032.317440042743,0.0,0.0,0.0,22963.811030343866
2011-07-17,33429.48350723798,-6412.711400116277,28121.451638643357,33429.48350723798,33429.48350723798,-22834.34810221069,-22834.34810221069,-22834.34810221069,-15685.509640917015,-15685.509640917015,-15685.509640917015,-7148.8384612936725,-7148.8384612936725,-7148.8384612936725,0.0,0.0,0.0,10595.13540502729
2011-07-18,33501.90999910133,8220.342483007535,41013.41991120261,33501.90999910133,33501.90999910133,-9443.783478593234,-9443.783478593234,-9443.783478593234,-2697.317145013301,-2697.317145013301,-2697.317145013301,-6746.4663335799305,-6746.4663335799305,-6746.4663335799305,0.0,0.0,0.0,24058.126520508093
2011-07-19,33574.33649096467,13806.843152634738,45221.40696803018,33574.33649096467,33574.33649096467,-4872.842831144113,-4872.842831144113,-4872.842831144113,1506.1291002952178,1506.1291002952178,1506.1291002952178,-6378.971931439331,-6378.971931439331,-6378.971931439331,0.0,0.0,0.0,28701.493659820557
2011-07-20,33646.76298282802,9963.982724729583,41369.44975515003,33646.76298282802,33646.76298282802,-7398.050488365924,-7398.050488365924,-7398.050488365924,-1346.989422991503,-1346.989422991503,-1346.989422991503,-6051.06106537442,-6051.06106537442,-6051.06106537442,0.0,0.0,0.0,26248.712494462095
2011-07-21,33719.18947469136,16529.84978818067,49415.55195804431,33719.18947469136,33719.18947469136,124.6048357429157,124.6048357429157,124.6048357429157,5890.575997246519,5890.575997246519,5890.575997246519,-5765.971161503603,-5765.971161503603,-5765.971161503603,0.0,0.0,0.0,33843.79431043428
2011-07-22,33791.61596655471,8828.066010648765,43641.88139034082,33791.61596655471,33791.61596655471,-7813.988034803956,-7813.988034803956,-7813.988034803956,-2288.502053161453,-2288.502053161453,-2288.502053161453,-5525.4859816425005,-5525.4859816425005,-5525.4859816425005,0.0,0.0,0.0,25977.627931750754
