Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13271.0,37,87,211.49,0,Regular
13272.0,31,15,276.56,0,Regular
13273.0,113,16,138.98,0,Regular
13276.0,64,30,590.9300000000001,0,Regular
13277.0,16,8,258.4,0,Regular
13278.0,41,46,542.73,0,Regular
13279.0,78,9,137.75,0,Regular
13280.0,122,82,798.46,0,Regular
13282.0,18,37,1132.14,0,Regular
13283.0,60,7,93.66,0,Regular
13284.0,331,13,201.19,1,VIP
13285.0,23,187,2709.12,0,Regular
13291.0,156,42,361.11,1,VIP
13292.0,39,31,578.94,0,Regular
13294.0,190,54,873.74,1,VIP
13295.0,360,10,201.20000000000002,1,VIP
13296.0,137,5,87.4,0,Regular
13297.0,8,59,2089.85,0,Regular
13298.0,1,2,360.0,0,Regular
13299.0,268,5,142.5,1,VIP
13300.0,169,20,371.89,1,VIP
13301.0,104,81,618.09,0,Regular
13302.0,155,1,63.75,1,VIP
13304.0,351,21,300.42,1,VIP
13305.0,4,81,2000.86,0,Regular
13307.0,120,1,15.0,0,Regular
13308.0,23,54,1385.51,0,Regular
13309.0,7,107,1456.79,0,Regular
13310.0,28,72,1132.03,0,Regular
13311.0,4,26,598.57,0,Regular
13313.0,22,78,1555.3200000000002,0,Regular
13314.0,2,62,775.94,0,Regular
13316.0,37,86,5732.93,0,Regular
13317.0,66,124,2273.68,0,Regular
13318.0,1,20,640.76,0,Regular
13319.0,5,476,10845.550000000001,0,Regular
13320.0,78,105,1532.2,0,Regular
13321.0,72,11,567.36,0,Regular
13322.0,17,25,199.48000000000002,0,Regular
13323.0,3,21,787.85,0,Regular
13324.0,36,75,7121.95,0,Regular
13325.0,82,12,675.3,0,Regular
13327.0,39,108,3627.77,0,Regular
13328.0,316,17,1308.48,1,VIP
13329.0,32,17,789.0,0,Regular
13330.0,93,53,1140.93,0,Regular
13332.0,14,21,350.90000000000003,0,Regular
13334.0,82,265,3502.32,0,Regular
13336.0,77,51,795.12,0,Regular
13338.0,158,19,487.02,1,VIP
13339.0,201,54,860.12,1,VIP
13340.0,45,134,10736.48,0,Regular
13341.0,261,42,775.85,1,VIP
13343.0,178,19,353.43,1,VIP
13344.0,68,116,2511.69,0,Regular
13345.0,288,20,389.5,1,VIP
13347.0,70,8,341.36,0,Regular
13348.0,64,14,233.76000000000002,0,Regular
13349.0,11,16,247.32,0,Regular
13350.0,16,40,979.12,0,Regular
13351.0,66,16,373.94,0,Regular
13352.0,60,24,397.98,0,Regular
13354.0,71,51,743.53,0,Regular
13355.0,122,32,674.7,0,Regular
13356.0,80,42,768.24,0,Regular
13357.0,257,89,609.4,1,VIP
13358.0,269,29,439.03000000000003,1,VIP
13359.0,64,23,439.56,0,Regular
13362.0,9,166,3090.7400000000002,0,Regular
13363.0,18,60,992.5,0,Regular
13364.0,71,10,134.96,0,Regular
13365.0,34,128,2225.37,0,Regular
13366.0,50,1,56.16,0,Regular
13368.0,257,29,623.4,1,VIP
13369.0,366,14,308.28000000000003,1,VIP
13370.0,372,39,754.87,1,VIP
13372.0,90,23,378.64,0,Regular
13373.0,61,158,3312.25,0,Regular
13375.0,89,37,778.65,0,Regular
13376.0,99,53,1019.76,0,Regular
13379.0,26,97,572.56,0,Regular
13381.0,32,172,3639.31,0,Regular
13382.0,281,15,222.99,1,VIP
13384.0,31,152,4151.93,0,Regular
13385.0,330,35,534.57,1,VIP
13388.0,131,35,677.1,0,Regular
13389.0,11,51,797.96,0,Regular
13390.0,75,13,544.08,0,Regular
13391.0,204,1,59.8,1,VIP
13394.0,2,155,2520.02,0,Regular
13395.0,185,21,307.72,1,VIP
13396.0,29,43,1360.99,0,Regular
13397.0,73,38,1544.13,0,Regular
13398.0,192,26,457.34000000000003,1,VIP
13402.0,127,39,621.23,0,Regular
13403.0,18,3,75.0,0,Regular
13404.0,1,11,252.49,0,Regular
13405.0,74,27,572.451,0,Regular
13408.0,2,478,28117.04,0,Regular
13410.0,24,28,1003.06,0,Regular
13411.0,107,18,213.55,0,Regular
13414.0,134,24,1390.5,0,Regular
13416.0,44,19,712.5,0,Regular
13417.0,5,28,640.83,0,Regular
13418.0,12,304,6127.43,0,Regular
13419.0,64,16,221.06,0,Regular
13420.0,150,8,159.85,1,VIP
13421.0,40,102,1833.71,0,Regular
13422.0,64,127,2626.3,0,Regular
13425.0,108,78,1624.21,0,Regular
13426.0,1,157,3641.32,0,Regular
13427.0,19,29,582.6,0,Regular
13428.0,10,71,201.78,0,Regular
13429.0,11,67,1006.8,0,Regular
13430.0,19,49,679.45,0,Regular
13431.0,67,46,1269.1,0,Regular
13434.0,74,10,534.24,0,Regular
13435.0,5,101,3809.89,0,Regular
13436.0,2,12,196.89,0,Regular
13437.0,14,167,3408.06,0,Regular
13439.0,255,54,283.71,1,VIP
13441.0,92,13,296.64,0,Regular
13447.0,23,59,1129.14,0,Regular
13448.0,17,194,3534.69,0,Regular
13449.0,24,19,291.88,0,Regular
13450.0,27,71,2043.72,0,Regular
13451.0,26,433,2898.2599999999998,0,Regular
13452.0,259,2,590.0,1,VIP
13453.0,166,17,356.98,1,VIP
13455.0,25,46,1058.34,0,Regular
13456.0,18,63,1766.72,0,Regular
13458.0,7,382,9646.57,0,Regular
13460.0,29,17,183.44,0,Regular
13461.0,39,27,1445.0,0,Regular
13462.0,253,9,151.5,1,VIP
13464.0,58,41,674.68,0,Regular
13466.0,184,17,307.90000000000003,1,VIP
13467.0,11,98,1071.91,0,Regular
13468.0,2,302,5704.97,0,Regular
13470.0,99,10,165.0,0,Regular
13471.0,1,254,2501.84,0,Regular
13473.0,61,21,422.64,0,Regular
13474.0,236,62,226.84,1,VIP
13475.0,191,86,1431.78,1,VIP
13476.0,179,58,1238.47,1,VIP
13477.0,38,79,1454.58,0,Regular
13479.0,201,15,300.95,1,VIP
13481.0,46,109,1804.56,0,Regular
13482.0,232,11,184.64000000000001,1,VIP
13483.0,66,10,140.34,0,Regular
13484.0,241,8,313.8,1,VIP
13485.0,233,23,454.24,1,VIP
13486.0,78,69,1122.41,0,Regular
13487.0,58,34,575.4,0,Regular
13488.0,17,422,8968.31,0,Regular
13489.0,105,14,449.52,0,Regular
13491.0,52,86,1215.82,0,Regular
13492.0,136,50,1269.84,0,Regular
13493.0,275,8,618.63,1,VIP
13494.0,312,18,316.26000000000005,1,VIP
13495.0,8,48,2044.8700000000001,0,Regular
13496.0,11,35,653.33,0,Regular
13497.0,283,19,348.05,1,VIP
13499.0,18,42,1159.1100000000001,0,Regular
13500.0,23,65,1166.77,0,Regular
13501.0,288,52,1340.32,1,VIP
13502.0,17,18,292.0,0,Regular
13503.0,71,17,216.85,0,Regular
13504.0,64,22,295.93,0,Regular
13505.0,73,215,4393.63,0,Regular
13506.0,316,26,458.52,1,VIP
13507.0,3,162,2479.16,0,Regular
13508.0,244,12,110.97,1,VIP
13509.0,9,44,979.72,0,Regular
13510.0,1,115,1791.56,0,Regular
13512.0,261,15,251.21,1,VIP
13513.0,127,10,205.1,0,Regular
13514.0,74,4,152.20000000000002,0,Regular
13515.0,73,59,891.12,0,Regular
13516.0,21,44,1389.41,0,Regular
13517.0,60,141,2128.42,0,Regular
13518.0,86,36,627.16,0,Regular
13519.0,78,8,122.75,0,Regular
13520.0,59,93,3624.35,0,Regular
13521.0,1,418,1071.73,0,Regular
13522.0,30,5,125.80000000000001,0,Regular
13523.0,33,172,3964.88,0,Regular
13524.0,41,27,680.1800000000001,0,Regular
13525.0,15,6,628.78,0,Regular
13527.0,34,217,2242.36,0,Regular
13529.0,79,15,307.76,0,Regular
13531.0,205,22,483.8,1,VIP
13532.0,34,66,210.31,0,Regular
13533.0,183,75,269.09,1,VIP
13534.0,2,296,5870.08,0,Regular
13536.0,1,178,3444.39,0,Regular
13538.0,43,25,1280.85,0,Regular
13539.0,86,37,631.34,0,Regular
13544.0,40,78,276.06,0,Regular
13546.0,12,97,621.09,0,Regular
13548.0,96,123,678.16,0,Regular
13549.0,26,51,918.2,0,Regular
13551.0,319,4,91.80000000000001,1,VIP
13552.0,66,109,3740.07,0,Regular
13555.0,74,135,4098.88,0,Regular
13557.0,28,34,584.0600000000001,0,Regular
13558.0,6,169,594.52,0,Regular
13560.0,7,32,171.42000000000002,0,Regular
13561.0,216,14,141.85999999999999,1,VIP
13562.0,82,82,1799.3300000000002,0,Regular
13563.0,84,49,777.53,0,Regular
13564.0,144,81,1724.67,0,Regular
13565.0,19,38,240.22,0,Regular
13566.0,41,169,856.84,0,Regular
13568.0,173,43,187.05,1,VIP
13569.0,17,79,338.62,0,Regular
13570.0,243,27,239.49,1,VIP
13571.0,13,340,2088.94,0,Regular
13572.0,206,33,1384.25,1,VIP
13573.0,50,25,290.25,0,Regular
13575.0,23,46,732.07,0,Regular
13576.0,10,126,6717.34,0,Regular
13577.0,25,83,1687.6000000000001,0,Regular
13579.0,15,23,467.04,0,Regular
13581.0,309,10,118.0,1,VIP
13583.0,156,53,781.03,1,VIP
13584.0,307,24,142.4,1,VIP
13587.0,64,8,712.4,0,Regular
13588.0,16,174,2478.95,0,Regular
13589.0,15,21,379.65,0,Regular
13590.0,11,87,1981.92,0,Regular
13591.0,65,58,1117.13,0,Regular
13592.0,36,16,247.95999999999998,0,Regular
13593.0,108,127,2011.88,0,Regular
13594.0,53,26,396.97,0,Regular
13596.0,6,146,664.11,0,Regular
13598.0,47,35,160.04,0,Regular
13599.0,1,246,5149.92,0,Regular
13600.0,312,19,219.52,1,VIP
13601.0,45,99,693.32,0,Regular
13602.0,65,23,428.89,0,Regular
13603.0,26,27,164.34,0,Regular
13606.0,29,40,276.75,0,Regular
13607.0,40,97,675.51,0,Regular
13610.0,12,215,1082.33,0,Regular
13611.0,89,72,1154.4,0,Regular
13614.0,24,195,1585.46,0,Regular
13615.0,319,23,417.69,1,VIP
13617.0,40,44,544.18,0,Regular
13618.0,174,13,177.34,1,VIP
13621.0,117,19,213.85,0,Regular
13623.0,31,78,727.74,0,Regular
13626.0,253,19,257.23,1,VIP
13627.0,59,92,1638.47,0,Regular
13629.0,23,59,7792.36,0,Regular
13630.0,5,71,2031.78,0,Regular
13631.0,100,11,3070.42,0,Regular
13632.0,25,145,2118.93,0,Regular
13634.0,33,186,1547.3600000000001,0,Regular
13635.0,68,62,1071.03,0,Regular
13636.0,37,63,949.12,0,Regular
13637.0,52,99,804.3,0,Regular
13638.0,16,8,122.64,0,Regular
13639.0,74,40,1033.34,0,Regular
13642.0,216,57,312.28,1,VIP
13643.0,31,28,519.44,0,Regular
13644.0,16,146,2624.26,0,Regular
13645.0,120,5,252.1,0,Regular
13647.0,10,78,1648.1200000000001,0,Regular
13649.0,257,23,346.6,1,VIP
13650.0,17,96,1836.3400000000001,0,Regular
13651.0,35,6,94.2,0,Regular
13652.0,46,63,1095.08,0,Regular
13654.0,43,166,2707.33,0,Regular
13655.0,114,56,932.97,0,Regular
13656.0,165,49,379.65,1,VIP
13657.0,11,16,382.14,0,Regular
13658.0,10,108,2639.17,0,Regular
13659.0,206,103,1563.0,1,VIP
13662.0,86,52,881.26,0,Regular
13663.0,179,13,189.47,1,VIP
13666.0,60,12,84.65,0,Regular
13667.0,149,83,299.05,1,VIP
13668.0,3,463,6309.83,0,Regular
13669.0,51,9,218.55,0,Regular
13670.0,75,25,349.7,0,Regular
13672.0,301,6,186.39000000000001,1,VIP
13673.0,19,60,387.44,0,Regular
13675.0,151,25,486.82000000000005,1,VIP
13678.0,152,16,232.6,1,VIP
13680.0,1,194,3719.12,0,Regular
13681.0,18,57,827.83,0,Regular
13682.0,187,3,59.5,1,VIP
13684.0,286,29,65.13,1,VIP
13685.0,3,39,3119.44,0,Regular
13686.0,183,8,72.0,1,VIP
13689.0,63,6,910.0,0,Regular
13690.0,59,9,172.25,0,Regular
13692.0,25,53,1488.32,0,Regular
13694.0,4,568,65039.62,0,Regular
13695.0,31,90,2504.13,0,Regular
13697.0,39,12,151.3,0,Regular
13699.0,155,14,308.58000000000004,1,VIP
13700.0,26,194,2248.63,0,Regular
13703.0,318,1,99.5,1,VIP
13704.0,5,134,2308.06,0,Regular
13705.0,8,28,711.86,0,Regular
13706.0,303,20,330.79,1,VIP
13707.0,267,48,806.41,1,VIP
13708.0,271,49,285.33,1,VIP
13709.0,4,335,6307.650000000001,0,Regular
13710.0,32,8,180.48,0,Regular
13711.0,219,13,252.06,1,VIP
13712.0,247,10,228.84,1,VIP
13715.0,281,104,1077.39,1,VIP
13716.0,269,21,138.28,1,VIP
13717.0,32,102,1445.01,0,Regular
13718.0,246,12,306.55,1,VIP
13719.0,15,60,1041.68,0,Regular
13720.0,117,43,799.9,0,Regular
13721.0,36,28,524.14,0,Regular
13722.0,132,85,2375.41,0,Regular
13723.0,217,6,199.85000000000002,1,VIP
13725.0,50,104,1980.56,0,Regular
13726.0,39,42,1079.66,0,Regular
13727.0,29,20,333.48,0,Regular
13728.0,37,63,1016.14,0,Regular
13730.0,136,43,752.6,0,Regular
13731.0,219,38,610.59,1,VIP
13732.0,28,33,491.86,0,Regular
13735.0,25,195,2883.54,0,Regular
13736.0,5,190,729.8,0,Regular
13737.0,200,30,339.6,1,VIP
13739.0,18,3,216.9,0,Regular
13740.0,241,23,350.75,1,VIP
13741.0,72,34,668.4300000000001,0,Regular
13742.0,17,313,3107.87,0,Regular
13743.0,3,41,1341.6,0,Regular
13744.0,95,63,1080.52,0,Regular
13745.0,162,25,300.04,1,VIP
13747.0,374,1,79.6,1,VIP
13748.0,96,28,948.25,0,Regular
13750.0,54,24,1647.26,0,Regular
13751.0,288,9,296.25,1,VIP
13752.0,124,75,1175.38,0,Regular
13753.0,288,35,741.26,1,VIP
13754.0,152,12,282.6,1,VIP
13755.0,4,321,2108.06,0,Regular
13756.0,2,142,5189.52,0,Regular
13758.0,12,117,3190.55,0,Regular
13759.0,33,25,659.4100000000001,0,Regular
13760.0,54,57,286.79,0,Regular
13761.0,50,70,1070.65,0,Regular
13762.0,219,7,306.72,1,VIP
13763.0,63,15,1714.96,0,Regular
13764.0,71,207,1519.42,0,Regular
13767.0,2,368,17220.36,0,Regular
13769.0,2,135,2796.51,0,Regular
13771.0,64,119,2634.45,0,Regular
13772.0,34,173,1122.63,0,Regular
13774.0,82,22,345.0,0,Regular
13777.0,1,197,25977.16,0,Regular
13778.0,103,9,178.7,0,Regular
13780.0,7,57,360.01,0,Regular
13781.0,251,17,127.84,1,VIP
13782.0,13,113,908.86,0,Regular
13784.0,10,31,2462.79,0,Regular
13786.0,367,7,230.4,1,VIP
13787.0,76,31,309.04,0,Regular
13790.0,4,45,348.79999999999995,0,Regular
13791.0,128,11,1516.0,0,Regular
13792.0,66,13,195.55,0,Regular
13798.0,1,349,37153.85,0,Regular
13799.0,117,39,688.86,0,Regular
13800.0,310,33,558.32,1,VIP
13801.0,67,23,324.8,0,Regular
13802.0,139,60,4599.42,0,Regular
13803.0,255,17,277.07,1,VIP
13804.0,31,135,2588.39,0,Regular
13805.0,52,13,924.5999999999999,0,Regular
13806.0,64,10,256.38,0,Regular
13807.0,367,7,112.6,1,VIP
13808.0,6,76,1747.66,0,Regular
13809.0,305,12,155.05,1,VIP
13810.0,29,35,1499.01,0,Regular
13811.0,184,13,814.5,1,VIP
13812.0,42,36,539.0,0,Regular
13813.0,40,69,1366.8600000000001,0,Regular
13814.0,92,57,1579.12,0,Regular
13815.0,22,176,4027.36,0,Regular
13816.0,24,28,571.6700000000001,0,Regular
13817.0,29,24,382.98,0,Regular
13819.0,302,36,1140.35,1,VIP
13821.0,145,59,385.64,1,VIP
13822.0,6,96,632.0,0,Regular
13823.0,19,40,957.66,0,Regular
13824.0,33,46,1698.94,0,Regular
13826.0,176,10,189.5,1,VIP
13827.0,58,92,409.8,0,Regular
13828.0,22,15,209.49,0,Regular
13831.0,16,72,2198.45,0,Regular
13832.0,19,3,52.2,0,Regular
13833.0,159,28,383.85,1,VIP
13835.0,25,55,834.57,0,Regular
13837.0,212,18,266.59000000000003,1,VIP
13838.0,6,165,674.82,0,Regular
13841.0,253,1,85.0,1,VIP
13842.0,59,206,3385.62,0,Regular
13844.0,11,20,361.62,0,Regular
13845.0,65,9,312.98,0,Regular
13846.0,25,55,865.0600000000001,0,Regular
13848.0,92,5,1255.0,0,Regular
13849.0,52,101,1537.95,0,Regular
13850.0,129,93,1595.48,0,Regular
13851.0,96,81,2651.46,0,Regular
13853.0,57,23,1090.1399999999999,0,Regular
13854.0,9,110,8109.5199999999995,0,Regular
13856.0,169,14,388.5,1,VIP
13858.0,57,11,216.17000000000002,0,Regular
13859.0,326,28,201.16,1,VIP
13860.0,1,76,1245.9,0,Regular
13862.0,18,139,2209.36,0,Regular
13863.0,248,20,305.78,1,VIP
13865.0,58,30,501.56,0,Regular
13866.0,74,7,145.67,0,Regular
13867.0,31,60,1005.09,0,Regular
13868.0,7,33,3192.54,0,Regular
13869.0,123,304,3083.65,0,Regular
13870.0,2,115,2770.94,0,Regular
13871.0,23,336,6403.25,0,Regular
13873.0,120,23,389.6,0,Regular
13874.0,358,18,540.45,1,VIP
13875.0,54,104,1786.79,0,Regular
13876.0,64,7,122.7,0,Regular
13877.0,86,3,117.24,0,Regular
13878.0,55,35,1271.57,0,Regular
13880.0,21,165,3219.77,0,Regular
13881.0,4,178,17159.52,0,Regular
13882.0,3,65,1191.13,0,Regular
13883.0,11,142,2674.48,0,Regular
13884.0,7,59,787.6,0,Regular
13885.0,189,28,506.8,1,VIP
13886.0,71,16,243.56,0,Regular
13887.0,204,19,349.55,1,VIP
13888.0,120,39,595.67,0,Regular
13889.0,93,15,416.90000000000003,0,Regular
13890.0,1,110,1883.81,0,Regular
13892.0,27,27,632.97,0,Regular
13893.0,298,21,821.1,1,VIP
13894.0,24,27,564.62,0,Regular
13895.0,28,118,2593.07,0,Regular
13897.0,50,17,311.16,0,Regular
13898.0,326,12,155.93,1,VIP
13899.0,16,19,388.52,0,Regular
13900.0,183,43,740.95,1,VIP
13901.0,72,149,2867.2000000000003,0,Regular
13904.0,37,26,332.64,0,Regular
13908.0,80,122,2369.55,0,Regular
13911.0,57,148,2580.91,0,Regular
13914.0,12,33,626.45,0,Regular
13917.0,50,18,272.04,0,Regular
13918.0,50,30,1212.8400000000001,0,Regular
13919.0,59,28,384.81,0,Regular
13922.0,352,7,172.25,1,VIP
13923.0,54,20,351.13,0,Regular
13924.0,2,117,1838.8500000000001,0,Regular
13925.0,93,41,678.25,0,Regular
13926.0,23,11,223.85000000000002,0,Regular
13927.0,75,21,348.99,0,Regular
13928.0,11,27,464.57,0,Regular
13929.0,169,9,842.65,1,VIP
13930.0,58,17,337.34,0,Regular
13931.0,96,58,1237.53,0,Regular
13932.0,295,16,307.4,1,VIP
13933.0,109,23,608.79,0,Regular
13934.0,264,31,922.1,1,VIP
13936.0,180,26,376.58,1,VIP
13937.0,169,9,158.85,1,VIP
13938.0,35,7,71.66,0,Regular
13939.0,23,45,568.55,0,Regular
13940.0,17,49,839.14,0,Regular
13941.0,22,45,5112.96,0,Regular
13946.0,79,11,561.57,0,Regular
13947.0,65,5,90.60000000000001,0,Regular
13948.0,361,3,102.0,1,VIP
13949.0,3,160,2427.32,0,Regular
13950.0,11,35,745.0600000000001,0,Regular
13951.0,176,39,674.45,1,VIP
13952.0,218,137,3251.071,1,VIP
13953.0,7,20,3515.68,0,Regular
13954.0,2,25,439.92,0,Regular
13955.0,154,33,322.96,1,VIP
13956.0,5,147,1019.27,0,Regular
13959.0,79,90,594.04,0,Regular
13960.0,21,12,230.22,0,Regular
13962.0,22,11,169.54999999999998,0,Regular
13963.0,308,35,664.54,1,VIP
13967.0,146,2,80.7,1,VIP
13969.0,7,619,9024.17,0,Regular
13971.0,19,149,2758.26,0,Regular
13972.0,71,15,190.25,0,Regular
13973.0,287,11,264.7,1,VIP
13974.0,49,28,413.59000000000003,0,Regular
13975.0,31,329,2461.2400000000002,0,Regular
13976.0,207,10,357.98,1,VIP
13978.0,15,15,196.79,0,Regular
13979.0,73,54,869.87,0,Regular
13980.0,60,11,200.14,0,Regular
13982.0,39,111,1871.81,0,Regular
13983.0,30,107,2603.43,0,Regular
13984.0,27,16,920.51,0,Regular
13985.0,4,349,7060.13,0,Regular
13986.0,17,13,320.46,0,Regular
13988.0,20,234,4147.96,0,Regular
13989.0,66,41,1266.08,0,Regular
13990.0,213,16,311.3,1,VIP
13991.0,12,82,852.88,0,Regular
13992.0,30,5,76.8,0,Regular
13993.0,43,121,3466.36,0,Regular
13994.0,4,148,2274.14,0,Regular
13995.0,15,86,1393.69,0,Regular
13999.0,10,208,3901.81,0,Regular
14000.0,211,15,635.66,1,VIP
14001.0,46,39,2043.0800000000002,0,Regular
14002.0,134,47,529.73,0,Regular
14004.0,43,171,4582.64,0,Regular
14005.0,10,84,2874.72,0,Regular
14006.0,116,30,962.19,0,Regular
14009.0,198,42,695.61,1,VIP
14012.0,278,11,328.8,1,VIP
14013.0,110,34,473.02,0,Regular
14014.0,77,39,505.18,0,Regular
14015.0,53,20,917.34,0,Regular
14016.0,162,161,4341.21,1,VIP
14019.0,47,66,1421.6100000000001,0,Regular
14020.0,17,39,642.8,0,Regular
14021.0,155,22,631.9,1,VIP
14022.0,225,28,440.0,1,VIP
14023.0,7,31,584.07,0,Regular
14024.0,122,16,327.7,0,Regular
14027.0,61,6,104.82,0,Regular
14029.0,63,15,467.66,0,Regular
14030.0,18,242,2358.84,0,Regular
14031.0,7,250,17286.86,0,Regular
14032.0,2,143,2975.59,0,Regular
14034.0,22,86,648.89,0,Regular
14035.0,29,66,1428.02,0,Regular
14036.0,285,38,626.65,1,VIP
14037.0,176,28,147.20000000000002,1,VIP
14038.0,78,92,1560.38,0,Regular
14039.0,33,6,152.2,0,Regular
14040.0,41,229,3560.32,0,Regular
14041.0,266,21,141.41,1,VIP
14044.0,27,206,646.42,0,Regular
14045.0,109,6,1659.75,0,Regular
14046.0,284,14,154.99,1,VIP
14047.0,9,32,1308.6100000000001,0,Regular
14048.0,305,85,409.93,1,VIP
14049.0,17,478,5578.72,0,Regular
14050.0,32,54,746.36,0,Regular
14051.0,1,210,15610.390000000001,0,Regular
14052.0,20,56,225.35999999999999,0,Regular
14053.0,124,4,260.25,0,Regular
14054.0,65,6,92.46000000000001,0,Regular
14055.0,106,10,725.6400000000001,0,Regular
14056.0,1,1088,8152.71,0,Regular
14057.0,24,283,6211.66,0,Regular
14059.0,267,8,183.6,1,VIP
14060.0,5,202,6140.42,0,Regular
14062.0,10,111,10464.85,0,Regular
14064.0,29,77,1334.34,0,Regular
14066.0,267,7,152.55,1,VIP
14067.0,64,52,374.7,0,Regular
14068.0,320,24,265.85,1,VIP
14071.0,4,323,1437.57,0,Regular
14073.0,32,13,151.04,0,Regular
14075.0,5,43,942.26,0,Regular
14076.0,129,44,118.67,0,Regular
14077.0,41,42,499.42,0,Regular
14078.0,102,65,1049.37,0,Regular
14079.0,125,12,375.1,0,Regular
14080.0,33,4,45.599999999999994,0,Regular
14081.0,302,150,921.62,1,VIP
14082.0,365,29,182.25,1,VIP
14083.0,4,177,1002.9,0,Regular
14085.0,2,448,4421.29,0,Regular
14087.0,3,68,191.47,0,Regular
14088.0,10,589,50491.81,0,Regular
14089.0,57,13,158.75,0,Regular
14090.0,325,1,76.32000000000001,1,VIP
14092.0,8,214,4076.9100000000003,0,Regular
14093.0,12,100,433.86,0,Regular
14096.0,4,5111,65164.79,3,At Risk
14098.0,37,21,147.35,0,Regular
14099.0,16,250,3104.17,0,Regular
14100.0,138,25,191.95,0,Regular
14101.0,74,35,5976.79,0,Regular
14102.0,5,58,1105.8799999999999,0,Regular
14104.0,155,21,216.21,1,VIP
14105.0,239,74,1266.23,1,VIP
14107.0,52,123,2703.23,0,Regular
14108.0,31,34,597.91,0,Regular
14109.0,73,9,144.2,0,Regular
14110.0,4,155,5683.15,0,Regular
14111.0,14,10,692.85,0,Regular
14112.0,23,160,2915.15,0,Regular
14113.0,4,34,1840.42,0,Regular
14114.0,274,15,386.53,1,VIP
14116.0,20,72,1382.74,0,Regular
14117.0,144,3,90.0,1,VIP
14121.0,4,159,2780.15,0,Regular
14124.0,84,5,419.58,0,Regular
14125.0,11,166,2720.63,0,Regular
14126.0,8,15,706.1300000000001,0,Regular
14127.0,123,44,709.71,0,Regular
14128.0,61,46,637.5,0,Regular
14129.0,2,52,1123.8600000000001,0,Regular
14130.0,319,66,480.91,1,VIP
14132.0,2,200,3586.03,0,Regular
14133.0,130,28,605.64,0,Regular
14135.0,2,134,4690.31,0,Regular
14138.0,2,46,965.88,0,Regular
14139.0,46,26,415.82,0,Regular
14140.0,4,66,935.05,0,Regular
14141.0,3,40,915.13,0,Regular
14142.0,373,22,311.81,1,VIP
14143.0,134,7,115.8,0,Regular
14145.0,47,11,3742.2,0,Regular
14146.0,9,210,4191.0,0,Regular
14147.0,78,5,483.4,0,Regular
14148.0,234,3,157.2,1,VIP
14149.0,221,28,446.62,1,VIP
14150.0,36,26,658.64,0,Regular
14152.0,75,49,621.29,0,Regular
14154.0,239,52,1345.62,1,VIP
14155.0,266,6,118.75,1,VIP
14156.0,10,1395,117210.08,2,Loyal
14157.0,20,46,424.89000000000004,0,Regular
14158.0,40,41,507.65999999999997,0,Regular
14159.0,20,1175,4630.35,0,Regular
14161.0,216,104,1097.6200000000001,1,VIP
14162.0,174,25,289.36,1,VIP
14163.0,87,52,2445.91,0,Regular
14164.0,71,29,1631.77,0,Regular
14165.0,276,24,120.44,1,VIP
14167.0,39,50,562.59,0,Regular
14171.0,98,58,363.79,0,Regular
14173.0,11,29,450.84,0,Regular
14174.0,33,26,134.46,0,Regular
14175.0,60,149,3222.3,0,Regular
14176.0,297,31,576.9000000000001,1,VIP
14177.0,86,41,549.46,0,Regular
14178.0,9,318,1600.26,0,Regular
14179.0,41,157,701.57,0,Regular
14180.0,11,240,4748.52,0,Regular
14184.0,67,24,452.89,0,Regular
14185.0,331,3,197.65,1,VIP
14188.0,31,65,2054.36,0,Regular
14189.0,2,265,4654.08,0,Regular
14191.0,2,259,4684.76,0,Regular
14193.0,68,42,853.39,0,Regular
14194.0,5,579,11349.52,0,Regular
14195.0,202,7,1012.0,1,VIP
14196.0,107,6,335.52,0,Regular
14198.0,18,39,701.4,0,Regular
14199.0,218,2,185.39999999999998,1,VIP
14201.0,60,37,747.44,0,Regular
14204.0,2,39,150.61,0,Regular
14205.0,17,24,466.7,0,Regular
14206.0,239,20,328.15999999999997,1,VIP
14208.0,95,10,151.74,0,Regular
14209.0,11,87,2073.43,0,Regular
14210.0,106,102,1905.8400000000001,0,Regular
14211.0,53,112,2241.1,0,Regular
14212.0,90,9,1070.48,0,Regular
14214.0,31,67,1004.38,0,Regular
14215.0,12,108,1789.72,0,Regular
14216.0,3,59,1839.3,0,Regular
14217.0,2,100,2004.98,0,Regular
14218.0,43,12,169.48000000000002,0,Regular
14219.0,4,7,89.94,0,Regular
14220.0,247,21,632.4000000000001,1,VIP
14221.0,42,193,3432.8,0,Regular
14222.0,177,41,683.17,1,VIP
14223.0,92,60,991.13,0,Regular
14224.0,110,113,1009.73,0,Regular
14226.0,29,66,2214.79,0,Regular
14227.0,26,175,3350.96,0,Regular
14229.0,52,40,1547.2,0,Regular
14231.0,184,50,925.71,1,VIP
14232.0,43,115,2048.07,0,Regular
14233.0,49,35,1462.72,0,Regular
14234.0,22,147,754.12,0,Regular
14235.0,75,79,3144.86,0,Regular
14236.0,81,15,490.86,0,Regular
14237.0,373,9,161.0,1,VIP
14238.0,326,8,146.85,1,VIP
14239.0,43,112,2380.85,0,Regular
14240.0,30,42,890.34,0,Regular
14241.0,184,10,213.70000000000002,1,VIP
14242.0,235,16,280.55,1,VIP
14243.0,9,141,2588.77,0,Regular
14245.0,220,108,1693.45,1,VIP
